TOA5	1712	CR6	1712	CR6.Std.02	CPU:VMCprogramGOOD_Pit1.CR6	58711	SoilPit1													
8/19/2016 13:00	8333	0.013	0.044	0.043	0.038	0.033	23.72	20.37	20.49	18.54	17.14	-872	21.8	-844	20.8	-4298	20.3	-2706	18.47	12.58
8/19/2016 13:15	8334	0.013	0.043	0.043	0.038	0.033	24.97	20.47	20.47	18.53	17.13	-840	22.65	-840	20.8	-4303	20.3	-2705	18.49	12.58
8/19/2016 13:30	8335	0.013	0.043	0.043	0.038	0.033	26.27	20.61	20.45	18.54	17.14	-796.9	23.67	-845	20.8	-4282	20.27	-2716	18.5	12.59
8/19/2016 13:45	8336	0.014	0.043	0.043	0.038	0.033	27.9	20.8	20.43	18.53	17.14	-764.9	24.77	-844	20.88	-4278	20.2	-2726	18.5	12.59
8/19/2016 14:00	8337	0.014	0.043	0.043	0.038	0.033	29.56	21.05	20.41	18.53	17.13	-728.1	25.9	-833	20.9	-4468	20.2	-2739	18.5	12.6
8/19/2016 14:15	8338	0.014	0.043	0.043	0.038	0.033	31.07	21.35	20.39	18.54	17.14	-697.7	27.13	-835	20.97	-4403	20.2	-2718	18.5	12.6
8/19/2016 14:30	8339	0.015	0.043	0.043	0.038	0.033	32.46	21.7	20.37	18.54	17.14	-665.5	28.32	-827	21.05	-4491	20.2	-2715	18.5	12.61
8/19/2016 14:45	8340	0.015	0.043	0.043	0.038	0.033	33.74	22.09	20.35	18.54	17.15	-631.3	29.49	-822	21.15	-4457	20.2	-2732	18.5	12.61
8/19/2016 15:00	8341	0.016	0.044	0.043	0.038	0.033	34.9	22.5	20.33	18.55	17.14	-610.7	30.64	-818	21.27	-4347	20.2	-2750	18.5	12.62
8/19/2016 15:15	8342	0.016	0.044	0.043	0.038	0.033	35.98	22.92	20.31	18.54	17.14	-585.3	31.75	-812	21.42	-4476	20.2	-2755	18.5	12.64
8/19/2016 15:30	8343	0.016	0.044	0.043	0.038	0.033	36.97	23.36	20.29	18.54	17.15	-566.4	32.81	-805	21.56	-4430	20.2	-2747	18.5	12.64
8/19/2016 15:45	8344	0.017	0.044	0.043	0.038	0.033	37.85	23.8	20.28	18.54	17.15	-543.1	33.81	-804	21.75	-4437	20.2	-2737	18.5	12.63
8/19/2016 16:00	8345	0.017	0.044	0.043	0.038	0.033	38.57	24.25	20.26	18.54	17.15	-530.9	34.69	-798.2	21.92	-4480	20.11	-2746	18.5	12.65
8/19/2016 16:15	8346	0.017	0.045	0.043	0.038	0.033	39.12	24.68	20.25	18.54	17.16	-518.5	35.41	-791.5	22.11	-4514	20.1	-2775	18.5	12.64
8/19/2016 16:30	8347	0.017	0.045	0.043	0.038	0.033	39.11	25.11	20.23	18.54	17.16	-507.4	35.86	-790.5	22.31	-4467	20.1	-2765	18.5	12.63
8/19/2016 16:45	8348	0.017	0.045	0.043	0.038	0.033	38.81	25.5	20.22	18.54	17.16	-502.7	36.09	-787.4	22.51	-4527	20.1	-2772	18.5	12.64
8/19/2016 17:00	8349	0.017	0.045	0.043	0.038	0.033	38.19	25.83	20.21	18.54	17.16	-502	36.02	-784.4	22.71	-4510	20.1	-2811	18.5	12.65
8/19/2016 17:15	8350	0.017	0.045	0.043	0.038	0.033	37.62	26.11	20.2	18.54	17.16	-506.7	35.69	-775.4	22.92	-4506	20.1	-2806	18.5	12.65
8/19/2016 17:30	8351	0.017	0.045	0.043	0.038	0.033	37.12	26.34	20.2	18.53	17.18	-512.9	35.36	-764.4	23.12	-4476	20.1	-2798	18.5	12.66
8/19/2016 17:45	8352	0.017	0.045	0.043	0.038	0.033	36.5	26.52	20.2	18.54	17.16	-520.8	35.05	-760.1	23.31	-4556	20.1	-2775	18.5	12.64
8/19/2016 18:00	8353	0.016	0.045	0.043	0.038	0.033	35.85	26.66	20.2	18.53	17.16	-527.8	34.69	-756.8	23.47	-4460	20.1	-2779	18.5	12.65
8/19/2016 18:15	8354	0.016	0.045	0.043	0.038	0.033	35.23	26.77	20.2	18.53	17.16	-531.3	34.39	-748.2	23.72	-4526	20.1	-2827	18.5	12.64
8/19/2016 18:30	8355	0.016	0.045	0.043	0.038	0.033	34.48	26.85	20.2	18.53	17.17	-535	33.91	-744.6	23.86	-4493	20.1	-2788	18.5	12.65
8/19/2016 18:45	8356	0.016	0.045	0.043	0.038	0.033	33.65	26.89	20.21	18.54	17.17	-544.1	33.3	-738.1	23.99	-4570	20.04	-2802	18.5	12.64
8/19/2016 19:00	8357	0.015	0.045	0.043	0.038	0.033	32.9	26.93	20.22	18.55	17.17	-560.7	32.65	-736.3	24.11	-4556	20	-2816	18.5	12.63
8/19/2016 19:15	8358	0.015	0.045	0.043	0.038	0.033	32.33	26.91	20.23	18.53	17.17	-567.9	32.24	-735.9	24.21	-4526	20	-2821	18.5	12.64
8/19/2016 19:30	8359	0.015	0.045	0.043	0.038	0.033	32.03	26.88	20.25	18.53	17.17	-571.2	32.2	-733.9	24.3	-4605	20	-2806	18.5	12.63
8/19/2016 19:45	8360	0.015	0.045	0.043	0.038	0.033	31.63	26.85	20.26	18.53	17.17	-570.6	32.1	-730.8	24.39	-4582	20	-2830	18.5	12.64
8/19/2016 20:00	8361	0.014	0.045	0.043	0.038	0.033	31.1	26.81	20.28	18.53	17.17	-576.1	31.73	-730.3	24.44	-4591	20	-2821	18.5	12.64
8/19/2016 20:15	8362	0.014	0.045	0.043	0.038	0.033	30.53	26.77	20.29	18.52	17.18	-584.2	31.27	-731	24.5	-4573	20	-2840	18.5	12.6
8/19/2016 20:30	8363	0.014	0.045	0.043	0.038	0.033	29.9	26.71	20.32	18.51	17.17	-600.7	30.62	-730.6	24.51	-4564	20	-2836	18.5	12.6
8/19/2016 20:45	8364	0.014	0.045	0.043	0.038	0.033	29.22	26.63	20.33	18.5	17.17	-615.4	30.02	-727.9	24.6	-4609	20	-2838	18.5	12.6
8/19/2016 21:00	8365	0.014	0.045	0.043	0.038	0.033	28.53	26.54	20.35	18.51	17.18	-624.5	29.32	-728.1	24.6	-4572	20	-2840	18.5	12.61
8/19/2016 21:15	8366	0.014	0.045	0.043	0.038	0.033	27.88	26.42	20.38	18.51	17.18	-640.4	28.71	-729.6	24.6	-4539	20.01	-2849	18.5	12.61
8/19/2016 21:30	8367	0.013	0.045	0.043	0.038	0.033	27.26	26.28	20.4	18.51	17.18	-659.1	28.09	-729.1	24.6	-4548	20.08	-2842	18.5	12.6
8/19/2016 21:45	8368	0.013	0.045	0.043	0.038	0.033	26.67	26.14	20.43	18.51	17.17	-670.5	27.5	-728.6	24.6	-4539	20.1	-2848	18.5	12.6
8/19/2016 22:00	8369	0.013	0.045	0.043	0.038	0.033	26.1	25.97	20.45	18.51	17.18	-685.5	26.97	-730.6	24.6	-4527	20.1	-2855	18.5	12.57
8/19/2016 22:15	8370	0.013	0.045	0.043	0.038	0.033	25.59	25.81	20.47	18.51	17.18	-702.1	26.49	-729.5	24.51	-4538	20.1	-2851	18.5	12.56
8/19/2016 22:30	8371	0.013	0.045	0.043	0.038	0.033	25.1	25.64	20.49	18.5	17.17	-717.9	25.94	-731.1	24.5	-4557	20.1	-2862	18.5	12.56
8/19/2016 22:45	8372	0.013	0.045	0.043	0.038	0.033	24.65	25.46	20.52	18.5	17.18	-727.7	25.51	-730.7	24.46	-4571	20.1	-2858	18.5	12.56
8/19/2016 23:00	8373	0.013	0.045	0.043	0.038	0.033	24.25	25.26	20.55	18.5	17.18	-735.9	25.13	-730.7	24.4	-4555	20.1	-2862	18.5	12.56
8/19/2016 23:15	8374	0.013	0.045	0.043	0.038	0.033	23.87	25.08	20.56	18.51	17.17	-748.2	24.76	-731.7	24.35	-4540	20.1	-2853	18.5	12.56
8/19/2016 23:30	8375	0.012	0.045	0.043	0.038	0.033	23.5	24.9	20.59	18.5	17.17	-763.5	24.42	-733.2	24.3	-4544	20.1	-2857	18.5	12.57
8/19/2016 23:45	8376	0.012	0.045	0.043	0.038	0.033	23.15	24.71	20.61	18.5	17.17	-779	24.07	-734.1	24.21	-4513	20.1	-2851	18.5	12.56
8/20/2016 0:00	8377	0.012	0.045	0.043	0.038	0.033	22.82	24.54	20.63	18.51	17.17	-786.6	23.73	-737.4	24.15	-4518	20.1	-2843	18.5	12.57
8/20/2016 0:15	8378	0.012	0.045	0.043	0.038	0.033	22.52	24.36	20.65	18.5	17.18	-792.8	23.37	-739.2	24.07	-4504	20.15	-2850	18.5	12.56
8/20/2016 0:30	8379	0.012	0.045	0.043	0.038	0.033	22.22	24.18	20.67	18.5	17.18	-805	23.07	-742.3	24	-4440	20.2	-2857	18.5	12.55
8/20/2016 0:45	8380	0.012	0.044	0.043	0.038	0.033	21.95	24.02	20.68	18.5	17.18	-813	22.8	-743.8	23.91	-4457	20.2	-2866	18.5	12.56
8/20/2016 1:00	8381	0.012	0.044	0.043	0.038	0.033	21.69	23.85	20.71	18.5	17.18	-840	22.54	-749.5	23.83	-4450	20.2	-2862	18.5	12.55
8/20/2016 1:15	8382	0.012	0.044	0.043	0.038	0.033	21.44	23.68	20.72	18.5	17.17	-840	22.31	-752.2	23.75	-4423	20.2	-2853	18.5	12.53
8/20/2016 1:30	8383	0.012	0.044	0.043	0.038	0.033	21.21	23.52	20.74	18.5	17.18	-857	22.08	-752.9	23.64	-4393	20.2	-2856	18.5	12.53
8/20/2016 1:45	8384	0.012	0.044	0.043	0.038	0.033	20.99	23.37	20.75	18.5	17.18	-862	21.86	-756.3	23.5	-4396	20.2	-2862	18.5	12.54
8/20/2016 2:00	8385	0.011	0.044	0.043	0.038	0.033	20.79	23.21	20.76	18.5	17.18	-867	21.66	-764.7	23.41	-4287	20.2	-2847	18.5	12.54
8/20/2016 2:15	8386	0.011	0.044	0.043	0.038	0.033	20.6	23.06	20.77	18.5	17.18	-874	21.47	-771.8	23.33	-4403	20.2	-2856	18.5	12.53
8/20/2016 2:30	8387	0.011	0.044	0.043	0.038	0.033	20.4	22.93	20.78	18.51	17.18	-879	21.28	-770.6	23.23	-4338	20.23	-2847	18.5	12.53
8/20/2016 2:45	8388	0.011	0.044	0.043	0.038	0.033	20.21	22.78	20.79	18.51	17.19	-885	21.1	-777.8	23.13	-4323	20.3	-2838	18.5	12.52
8/20/2016 3:00	8389	0.011	0.044	0.043	0.038	0.033	20.02	22.64	20.79	18.51	17.18	-887	20.92	-781.8	23.05	-4349	20.3	-2841	18.5	12.52
8/20/2016 3:15	8390	0.011	0.044	0.043	0.038	0.033	19.83	22.51	20.8	18.51	17.18	-894	20.74	-781.8	22.97	-4359	20.3	-2845	18.5	12.52
8/20/2016 3:30	8391	0.011	0.043	0.043	0.038	0.033	19.62	22.38	20.8	18.51	17.19	-908	20.55	-786.2	22.89	-4259	20.3	-2852	18.5	12.53
8/20/2016 3:45	8392	0.011	0.043	0.043	0.038	0.033	19.43	22.26	20.81	18.51	17.18	-931	20.37	-786.9	22.8	-4282	20.3	-2825	18.5	12.53
8/20/2016 4:00	8393	0.011	0.043	0.043	0.038	0.033	19.22	22.11	20.81	18.51	17.18	-926	20.18	-789.6	22.7	-4336	20.3	-2853	18.5	12.53
8/20/2016 4:15	8394	0.011	0.043	0.043	0.038	0.033	19.04	21.99	20.81	18.52	17.19	-940	20.01	-791.2	22.63	-4298	20.3	-2854	18.5	12.53
8/20/2016 4:30	8395	0.011	0.043	0.043	0.038	0.033	18.85	21.86	20.82	18.52	17.18	-947	19.83	-793.1	22.54	-4352	20.3	-2833	18.5	12.53
8/20/2016 4:45	8396	0.011	0.043	0.043	0.038	0.033	18.69	21.74	20.8	18.53	17.18	-956	19.65	-794.3	22.46	-4385	20.3	-2842	18.5	12.52
8/20/2016 5:00	8397	0.011	0.043	0.043	0.038	0.033	18.52	21.61	20.8	18.52	17.19	-966	19.43	-797	22.38	-4381	20.3	-2840	18.5	12.52
8/20/2016 5:15	8398	0.011	0.043	0.043	0.038	0.033	18.35	21.49	20.81	18.53	17.19	-969	19.26	-797.6	22.3	-4313	20.3	-2830	18.5	12.52
8/20/2016 5:30	8399	0.011	0.043	0.043	0.038	0.033	18.21	21.37	20.8	18.53	17.19	-974	19.12	-799.6	22.2	-4285	20.3	-2838	18.5	12.52
8/20/2016 5:45	8400	0.011	0.043	0.043	0.038	0.033	18.05	21.24	20.79	18.53	17.19	-981	18.96	-802	22.12	-4333	20.3	-2841	18.5	12.51
8/20/2016 6:00	8401	0.011	0.043	0.043	0.038	0.033	17.91	21.14	20.79	18.54	17.2	-989	18.83	-804	22.04	-4350	20.3	-2827	18.5	12.52
8/20/2016 6:15	8402	0.011	0.043	0.043	0.038	0.033	17.77	21.02	20.78	18.53	17.2	-995	18.67	-808	21.97	-4350	20.3	-2832	18.5	12.51
8/20/2016 6:30	8403	0.011	0.043	0.043	0.038	0.033	17.62	20.9	20.77	18.55	17.19	-1003	18.55	-809	21.89	-4334	20.3	-2819	18.5	12.52
8/20/2016 6:45	8404	0.011	0.043	0.043	0.038	0.033	17.48	20.8	20.76	18.54	17.19	-1023	18.42	-811	21.8	-4302	20.3	-2835	18.5	12.5
8/20/2016 7:00	8405	0.011	0.043	0.043	0.038	0.033	17.35	20.69	20.75	18.55	17.21	-1016	18.28	-815	21.72	-4222	20.3	-2833	18.5	12.5
8/20/2016 7:15	8406	0.011	0.043	0.043	0.038	0.033	17.24	20.58	20.74	18.55	17.2	-1025	18.16	-816	21.64	-4331	20.3	-2817	18.5	12.52
8/20/2016 7:30	8407	0.011	0.043	0.043	0.038	0.033	17.11	20.47	20.73	18.56	17.19	-1036	18.05	-820	21.57	-4316	20.3	-2804	18.5	12.5
8/20/2016 7:45	8408	0.011	0.043	0.043	0.038	0.033	17.02	20.37	20.72	18.55	17.2	-1053	17.93	-822	21.5	-4329	20.3	-2810	18.5	12.49
8/20/2016 8:00	8409	0.011	0.043	0.043	0.038	0.033	16.93	20.27	20.71	18.56	17.2	-1053	17.83	-828	21.4	-4304	20.3	-2804	18.5	12.49
8/20/2016 8:15	8410	0.011	0.043	0.043	0.038	0.033	16.86	20.17	20.69	18.57	17.2	-1057	17.75	-832	21.33	-4376	20.3	-2806	18.5	12.49
8/20/2016 8:30	8411	0.011	0.043	0.043	0.038	0.033	16.85	20.07	20.68	18.56	17.2	-1063	17.7	-837	21.26	-4349	20.3	-2776	18.5	12.5
8/20/2016 8:45	8412	0.011	0.043	0.043	0.038	0.033	16.87	19.99	20.66	18.57	17.21	-1066	17.7	-842	21.2	-4331	20.3	-2807	18.5	12.49
8/20/2016 9:00	8413	0.011	0.043	0.043	0.038	0.033	16.93	19.9	20.65	18.57	17.21	-1060	17.7	-845	21.1	-4355	20.3	-2780	18.5	12.5
8/20/2016 9:15	8414	0.011	0.043	0.043	0.038	0.033	17.03	19.82	20.63	18.56	17.21	-1060	17.73	-843	21.03	-4355	20.3	-2772	18.5	12.49
8/20/2016 9:30	8415	0.011	0.043	0.043	0.038	0.033	17.17	19.74	20.62	18.58	17.22	-1055	17.81	-847	20.98	-4312	20.3	-2768	18.5	12.5
8/20/2016 9:45	8416	0.011	0.043	0.043	0.038	0.033	17.32	19.69	20.6	18.58	17.22	-1054	17.91	-856	20.9	-4284	20.3	-2771	18.5	12.51
8/20/2016 10:00	8417	0.011	0.043	0.043	0.038	0.033	17.47	19.63	20.58	18.58	17.21	-1041	18.03	-857	20.83	-4330	20.3	-2793	18.5	12.51
8/20/2016 10:15	8418	0.011	0.043	0.043	0.038	0.033	17.62	19.59	20.56	18.58	17.22	-1030	18.14	-860	20.78	-4352	20.3	-2772	18.5	12.52
8/20/2016 10:30	8419	0.011	0.043	0.043	0.038	0.033	17.78	19.56	20.54	18.58	17.21	-1027	18.26	-858	20.7	-4382	20.3	-2776	18.5	12.52
8/20/2016 10:45	8420	0.011	0.043	0.043	0.038	0.033	17.95	19.54	20.52	18.58	17.22	-1018	18.39	-862	20.66	-4357	20.3	-2765	18.5	12.52
8/20/2016 11:00	8421	0.011	0.043	0.043	0.038	0.033	18.11	19.52	20.5	18.58	17.22	-1016	18.53	-862	20.6	-4433	20.3	-2765	18.5	12.52
8/20/2016 11:15	8422	0.011	0.043	0.043	0.038	0.033	18.28	19.51	20.48	18.59	17.22	-992	18.65	-862	20.56	-4390	20.3	-2772	18.5	12.53
8/20/2016 11:30	8423	0.011	0.043	0.043	0.038	0.033	18.46	19.5	20.47	18.59	17.22	-990	18.79	-864	20.5	-4401	20.3	-2771	18.5	12.53
8/20/2016 11:45	8424	0.011	0.043	0.043	0.038	0.033	18.65	19.51	20.44	18.59	17.23	-986	18.95	-863	20.49	-4346	20.3	-2784	18.5	12.52
8/20/2016 12:00	8425	0.011	0.043	0.043	0.038	0.033	18.87	19.51	20.42	18.59	17.24	-973	19.12	-864	20.4	-4417	20.23	-2762	18.5	12.52
8/20/2016 12:15	8426	0.011	0.043	0.043	0.038	0.033	19.35	19.53	20.4	18.59	17.23	-964	19.32	-866	20.4	-4419	20.2	-2754	18.5	12.53
8/20/2016 12:30	8427	0.011	0.043	0.043	0.038	0.033	20.16	19.55	20.38	18.59	17.22	-958	19.71	-867	20.4	-4401	20.2	-2785	18.5	12.52
8/20/2016 12:45	8428	0.012	0.043	0.043	0.038	0.033	21.28	19.58	20.36	18.6	17.24	-950	20.15	-867	20.31	-4413	20.2	-2768	18.5	12.52
8/20/2016 13:00	8429	0.012	0.043	0.043	0.038	0.033	22.66	19.64	20.34	18.6	17.23	-919	20.73	-867	20.3	-4525	20.2	-2784	18.5	12.53
8/20/2016 13:15	8430	0.013	0.043	0.043	0.038	0.033	23.92	19.73	20.32	18.61	17.24	-878	21.61	-866	20.3	-4446	20.2	-2780	18.5	12.53
8/20/2016 13:30	8431	0.013	0.043	0.043	0.038	0.033	25.2	19.86	20.3	18.6	17.24	-840	22.63	-869	20.3	-4516	20.2	-2797	18.5	12.53
8/20/2016 13:45	8432	0.013	0.043	0.043	0.038	0.033	26.91	20.06	20.28	18.59	17.24	-798	23.81	-867	20.31	-4463	20.2	-2792	18.5	12.54
8/20/2016 14:00	8433	0.014	0.043	0.043	0.038	0.033	28.67	20.32	20.25	18.6	17.24	-760.8	25.03	-866	20.4	-4476	20.2	-2792	18.5	12.56
8/20/2016 14:15	8434	0.014	0.043	0.043	0.038	0.033	30.3	20.63	20.23	18.6	17.24	-723.3	26.3	-866	20.44	-4489	20.15	-2809	18.5	12.56
8/20/2016 14:30	8435	0.014	0.043	0.043	0.038	0.033	31.77	20.99	20.21	18.61	17.24	-684.8	27.55	-863	20.52	-4542	20.1	-2797	18.5	12.56
8/20/2016 14:45	8436	0.015	0.043	0.043	0.038	0.033	33.12	21.39	20.19	18.6	17.24	-655	28.81	-860	20.63	-4521	20.1	-2809	18.5	12.56
8/20/2016 15:00	8437	0.015	0.043	0.043	0.038	0.033	34.37	21.81	20.17	18.6	17.24	-623.4	30.02	-858	20.75	-4514	20.1	-2803	18.5	12.57
8/20/2016 15:15	8438	0.016	0.043	0.043	0.038	0.033	35.49	22.25	20.15	18.59	17.24	-601.7	31.17	-851	20.89	-4502	20.1	-2810	18.5	12.57
8/20/2016 15:30	8439	0.016	0.043	0.043	0.038	0.033	36.5	22.7	20.13	18.6	17.25	-574.6	32.25	-842	21.05	-4467	20.1	-2811	18.5	12.57
8/20/2016 15:45	8440	0.016	0.044	0.043	0.038	0.033	37.4	23.17	20.11	18.6	17.25	-555.2	33.27	-833	21.22	-4600	20.1	-2825	18.5	12.58
8/20/2016 16:00	8441	0.017	0.044	0.043	0.038	0.033	38.2	23.62	20.09	18.6	17.25	-536.9	34.22	-826	21.41	-4593	20.1	-2815	18.5	12.6
8/20/2016 16:15	8442	0.017	0.044	0.043	0.038	0.033	38.85	24.09	20.08	18.6	17.25	-526.9	35.07	-814	21.59	-4581	20.09	-2827	18.5	12.6
8/20/2016 16:30	8443	0.017	0.044	0.043	0.038	0.033	38.92	24.52	20.06	18.59	17.25	-514.3	35.54	-809	21.8	-4597	20.01	-2831	18.5	12.6
8/20/2016 16:45	8444	0.017	0.044	0.043	0.038	0.033	38.52	24.94	20.05	18.58	17.25	-506.6	35.85	-801	22	-4613	20	-2848	18.5	12.6
8/20/2016 17:00	8445	0.017	0.045	0.043	0.038	0.033	37.89	25.29	20.04	18.58	17.26	-507.2	35.75	-798.5	22.21	-4626	20	-2831	18.5	12.61
8/20/2016 17:15	8446	0.017	0.045	0.043	0.038	0.033	37.31	25.6	20.04	18.58	17.25	-511.5	35.43	-794.4	22.43	-4606	20	-2844	18.5	12.6
8/20/2016 17:30	8447	0.017	0.045	0.044	0.038	0.033	36.79	25.84	20.03	18.59	17.25	-520.2	35.14	-788.5	22.63	-4612	20	-2848	18.5	12.59
8/20/2016 17:45	8448	0.016	0.045	0.043	0.038	0.033	36.23	26.03	20.02	18.57	17.26	-526.4	34.75	-785.5	22.83	-4585	20	-2841	18.5	12.6
8/20/2016 18:00	8449	0.016	0.045	0.043	0.038	0.033	35.66	26.18	20.02	18.57	17.25	-531.7	34.44	-780	23.01	-4648	20	-2849	18.5	12.61
8/20/2016 18:15	8450	0.016	0.045	0.043	0.038	0.033	35.03	26.3	20.03	18.57	17.26	-534	34.07	-774.6	23.17	-4613	20	-2852	18.5	12.6
8/20/2016 18:30	8451	0.016	0.045	0.043	0.038	0.033	34.29	26.38	20.03	18.58	17.26	-538.7	33.6	-772	23.35	-4577	20	-2873	18.5	12.6
8/20/2016 18:45	8452	0.016	0.045	0.043	0.038	0.033	33.44	26.44	20.03	18.57	17.26	-552.4	32.97	-764.3	23.47	-4642	19.96	-2866	18.5	12.6
8/20/2016 19:00	8453	0.015	0.045	0.044	0.038	0.033	32.65	26.48	20.04	18.56	17.26	-567.5	32.33	-756.2	23.65	-4632	19.9	-2854	18.5	12.6
8/20/2016 19:15	8454	0.015	0.045	0.043	0.038	0.033	32.01	26.48	20.05	18.56	17.26	-573	31.84	-751.3	23.78	-4674	19.9	-2851	18.5	12.6
8/20/2016 19:30	8455	0.015	0.045	0.043	0.038	0.033	31.62	26.46	20.06	18.57	17.26	-573.7	31.8	-748	23.88	-4661	19.9	-2860	18.5	12.59
8/20/2016 19:45	8456	0.014	0.045	0.043	0.038	0.033	31.15	26.42	20.09	18.55	17.25	-575.7	31.69	-745.4	23.97	-4641	19.9	-2869	18.5	12.57
8/20/2016 20:00	8457	0.014	0.045	0.044	0.038	0.033	30.57	26.39	20.09	18.56	17.26	-585.6	31.29	-742.9	24.03	-4648	19.9	-2885	18.5	12.57
8/20/2016 20:15	8458	0.014	0.045	0.043	0.038	0.033	29.91	26.34	20.11	18.55	17.26	-602	30.7	-745.7	24.1	-4669	19.9	-2883	18.5	12.56
8/20/2016 20:30	8459	0.014	0.045	0.044	0.038	0.033	29.14	26.29	20.13	18.55	17.26	-614.2	30.06	-742	24.13	-4635	19.9	-2879	18.5	12.57
8/20/2016 20:45	8460	0.014	0.045	0.043	0.038	0.033	28.37	26.2	20.15	18.55	17.26	-625.3	29.29	-743.7	24.2	-4666	19.9	-2887	18.5	12.56
8/20/2016 21:00	8461	0.014	0.045	0.043	0.038	0.033	27.63	26.09	20.18	18.55	17.26	-642.5	28.6	-742	24.2	-4635	19.9	-2873	18.5	12.56
8/20/2016 21:15	8462	0.013	0.045	0.043	0.038	0.033	26.92	25.96	20.2	18.54	17.26	-663.9	27.89	-743.4	24.2	-4659	19.9	-2883	18.5	12.56
8/20/2016 21:30	8463	0.013	0.045	0.043	0.038	0.033	26.27	25.82	20.22	18.54	17.25	-674.7	27.26	-741.6	24.2	-4672	19.9	-2874	18.5	12.53
8/20/2016 21:45	8464	0.013	0.045	0.043	0.038	0.033	25.65	25.65	20.24	18.53	17.25	-695.6	26.67	-742	24.2	-4643	19.9	-2890	18.5	12.54
8/20/2016 22:00	8465	0.013	0.045	0.043	0.038	0.033	25.05	25.47	20.26	18.53	17.26	-715	26.06	-742	24.2	-4672	19.98	-2883	18.5	12.53
8/20/2016 22:15	8466	0.013	0.045	0.043	0.038	0.033	24.51	25.29	20.29	18.52	17.26	-726	25.5	-743.4	24.17	-4687	20	-2879	18.5	12.53
8/20/2016 22:30	8467	0.013	0.045	0.043	0.038	0.033	23.99	25.1	20.31	18.53	17.26	-738.6	25.02	-745.4	24.1	-4673	20	-2885	18.5	12.53
8/20/2016 22:45	8468	0.012	0.045	0.043	0.038	0.033	23.49	24.9	20.33	18.52	17.26	-757.3	24.57	-746.9	24.08	-4680	20	-2892	18.5	12.52
8/20/2016 23:00	8469	0.012	0.045	0.043	0.038	0.033	23.05	24.7	20.37	18.53	17.27	-776.1	24.13	-748.3	24	-4662	20	-2885	18.5	12.53
8/20/2016 23:15	8470	0.012	0.044	0.043	0.038	0.033	22.65	24.5	20.38	18.52	17.25	-785.9	23.71	-752.3	23.95	-4678	20	-2869	18.5	12.52
8/20/2016 23:30	8471	0.012	0.044	0.043	0.038	0.033	22.28	24.3	20.4	18.52	17.26	-798.2	23.27	-755.9	23.9	-4645	20	-2883	18.5	12.48
8/20/2016 23:45	8472	0.012	0.044	0.043	0.038	0.033	21.94	24.11	20.43	18.51	17.26	-807	22.93	-755.6	23.8	-4624	20	-2886	18.5	12.49
8/21/2016 0:00	8473	0.012	0.044	0.043	0.038	0.033	21.61	23.92	20.45	18.52	17.26	-825	22.61	-765.4	23.73	-4596	20	-2887	18.5	12.49
8/21/2016 0:15	8474	0.012	0.044	0.043	0.038	0.033	21.27	23.72	20.47	18.52	17.25	-841	22.28	-766.7	23.62	-4528	20	-2888	18.5	12.49
8/21/2016 0:30	8475	0.011	0.044	0.043	0.038	0.033	20.97	23.54	20.49	18.52	17.26	-855	21.98	-771.5	23.49	-4588	20.04	-2892	18.5	12.5
8/21/2016 0:45	8476	0.011	0.044	0.043	0.038	0.033	20.69	23.36	20.51	18.51	17.25	-868	21.7	-774.6	23.4	-4573	20.1	-2884	18.5	12.48
8/21/2016 1:00	8477	0.011	0.044	0.043	0.038	0.033	20.44	23.18	20.52	18.52	17.25	-873	21.44	-776.4	23.31	-4557	20.1	-2892	18.5	12.5
8/21/2016 1:15	8478	0.011	0.044	0.044	0.038	0.033	20.21	23.01	20.54	18.51	17.25	-882	21.2	-786.5	23.21	-4610	20.1	-2895	18.5	12.5
8/21/2016 1:30	8479	0.011	0.043	0.043	0.038	0.033	20.01	22.84	20.55	18.51	17.26	-886	20.99	-784.9	23.11	-4579	20.1	-2883	18.5	12.49
8/21/2016 1:45	8480	0.011	0.043	0.043	0.038	0.033	19.82	22.67	20.57	18.51	17.26	-892	20.79	-786.8	23.02	-4582	20.1	-2897	18.5	12.49
8/21/2016 2:00	8481	0.011	0.043	0.043	0.038	0.033	19.64	22.52	20.57	18.51	17.25	-908	20.61	-790	22.93	-4555	20.1	-2889	18.5	12.49
8/21/2016 2:15	8482	0.011	0.043	0.043	0.038	0.033	19.48	22.37	20.59	18.52	17.25	-920	20.44	-790.7	22.84	-4565	20.1	-2865	18.5	12.49
8/21/2016 2:30	8483	0.011	0.043	0.043	0.038	0.033	19.31	22.22	20.59	18.51	17.25	-925	20.26	-790.4	22.75	-4563	20.1	-2892	18.5	12.49
8/21/2016 2:45	8484	0.011	0.043	0.043	0.038	0.033	19.13	22.07	20.6	18.52	17.25	-934	20.09	-793.7	22.66	-4542	20.1	-2892	18.5	12.48
8/21/2016 3:00	8485	0.011	0.043	0.043	0.038	0.033	18.95	21.93	20.6	18.51	17.25	-943	19.92	-796.1	22.57	-4586	20.12	-2877	18.5	12.49
8/21/2016 3:15	8486	0.011	0.043	0.043	0.038	0.033	18.79	21.8	20.61	18.51	17.25	-956	19.75	-799.1	22.47	-4581	20.19	-2884	18.5	12.48
8/21/2016 3:30	8487	0.011	0.043	0.043	0.038	0.033	18.64	21.66	20.61	18.51	17.26	-958	19.6	-801	22.39	-4465	20.2	-2889	18.5	12.49
